image,final
dataset/train\NATURAL\1371.png,NATURAL
dataset/train\NATURAL\1372.png,NATURAL
dataset/train\NATURAL\1374.jpg_0.png,NATURAL
dataset/train\NATURAL\1374.png,NATURAL
dataset/train\NATURAL\1376.jpg_0.png,NATURAL
dataset/train\NATURAL\1376.png,NATURAL
dataset/train\NATURAL\1377.png,NATURAL
dataset/train\NATURAL\1378.jpg_0.png,NATURAL
dataset/train\NATURAL\138.png,NATURAL
dataset/train\NATURAL\139.png,NATURAL
dataset/train\NATURAL\140.png,NATURAL
dataset/train\NATURAL\141.jpg_0.png,NATURAL
dataset/train\NATURAL\141.png,NATURAL
dataset/train\NATURAL\1411.jpg_0.png,NATURAL
dataset/train\NATURAL\1412.jpg_0.png,NATURAL
dataset/train\NATURAL\1413.jpg_0.png,NATURAL
dataset/train\NATURAL\142.jpg_0.png,NATURAL
dataset/train\NATURAL\142.png,NATURAL
dataset/train\NATURAL\143.png,NATURAL
dataset/train\NATURAL\144.jpg_0.png,NATURAL
dataset/train\NATURAL\144.png,NATURAL
dataset/train\NATURAL\1447.jpg_0.png,NATURAL
dataset/train\NATURAL\1448.jpg_0.png,NATURAL
dataset/train\NATURAL\1449.jpg_0.png,NATURAL
dataset/train\NATURAL\145.jpg_0.png,NATURAL
dataset/train\NATURAL\145.png,NATURAL
dataset/train\NATURAL\1450.jpg_0.png,NATURAL
dataset/train\NATURAL\1451.jpg_0.png,NATURAL
dataset/train\NATURAL\146.jpg_0.png,NATURAL
dataset/train\NATURAL\146.png,NATURAL
dataset/train\NATURAL\1460.jpg_0.png,NATURAL
dataset/train\NATURAL\1461.jpg_0.png,NATURAL
dataset/train\NATURAL\1462.jpg_0.png,NATURAL
dataset/train\NATURAL\1463.jpg_0.png,NATURAL
dataset/train\NATURAL\1464.jpg_0.png,NATURAL
dataset/train\NATURAL\147.jpg_0.png,NATURAL
dataset/train\NATURAL\147.png,NATURAL
dataset/train\NATURAL\148.jpg_0.png,NATURAL
dataset/train\NATURAL\148.png,NATURAL
dataset/train\NATURAL\1487.jpg_0.png,NATURAL
dataset/train\NATURAL\149.jpg_0.png,NATURAL
dataset/train\NATURAL\149.png,NATURAL
dataset/train\NATURAL\1492.jpg_0.png,NATURAL
dataset/train\NATURAL\1493.jpg_0.png,NATURAL
dataset/train\NATURAL\1496.jpg_0.png,NATURAL
dataset/train\NATURAL\1497.jpg_0.png,NATURAL
dataset/train\NATURAL\1498.jpg_0.png,NATURAL
dataset/train\NATURAL\1499.jpg_0.png,NATURAL
dataset/train\NATURAL\150.png,NATURAL
dataset/train\NATURAL\1500.jpg_0.png,NATURAL
dataset/train\NATURAL\1503.jpg_0.png,NATURAL
dataset/train\NATURAL\1507.jpg_0.png,NATURAL
dataset/train\NATURAL\1508.jpg_0.png,NATURAL
dataset/train\NATURAL\1509.jpg_0.png,NATURAL
dataset/train\NATURAL\151.png,NATURAL
dataset/train\NATURAL\1510.jpg_0.png,NATURAL
dataset/train\NATURAL\152.png,NATURAL
dataset/train\NATURAL\153.png,NATURAL
dataset/train\NATURAL\1532.jpg_0.png,NATURAL
dataset/train\NATURAL\1537.jpg_0.png,NATURAL
dataset/train\NATURAL\1538.jpg_0.png,NATURAL
dataset/train\NATURAL\154.png,NATURAL
dataset/train\NATURAL\1541.jpg_0.png,NATURAL
dataset/train\NATURAL\1542.jpg_0.png,NATURAL
dataset/train\NATURAL\155.png,NATURAL
dataset/train\NATURAL\1559.jpg_0.png,NATURAL
dataset/train\NATURAL\156.png,NATURAL
dataset/train\NATURAL\1561.jpg_0.png,NATURAL
dataset/train\NATURAL\1562.jpg_0.png,NATURAL
dataset/train\NATURAL\1567.jpg_0.png,NATURAL
dataset/train\NATURAL\157.png,NATURAL
dataset/train\NATURAL\1571.jpg_0.png,NATURAL
dataset/train\NATURAL\1572.jpg_0.png,NATURAL
dataset/train\NATURAL\1573.jpg_0.png,NATURAL
dataset/train\NATURAL\1574.jpg_0.png,NATURAL
dataset/train\NATURAL\1576.jpg_0.png,NATURAL
dataset/train\NATURAL\158.png,NATURAL
dataset/train\NATURAL\159.png,NATURAL
dataset/train\NATURAL\1592.jpg_0.png,NATURAL
dataset/train\NATURAL\1593.jpg_0.png,NATURAL
dataset/train\NATURAL\1597.jpg_0.png,NATURAL
dataset/train\NATURAL\1598.jpg_0.png,NATURAL
dataset/train\NATURAL\1599.jpg_0.png,NATURAL
dataset/train\NATURAL\160.png,NATURAL
dataset/train\NATURAL\1600.jpg_0.png,NATURAL
dataset/train\NATURAL\161.png,NATURAL
dataset/train\NATURAL\1611.jpg_0.png,NATURAL
dataset/train\NATURAL\162.png,NATURAL
dataset/train\NATURAL\1627.jpg_0.png,NATURAL
dataset/train\NATURAL\1629.jpg_0.png,NATURAL
dataset/train\NATURAL\163.png,NATURAL
dataset/train\NATURAL\1630.jpg_0.png,NATURAL
dataset/train\NATURAL\164.png,NATURAL
dataset/train\NATURAL\1642.jpg_0.png,NATURAL
dataset/train\NATURAL\1647.jpg_0.png,NATURAL
dataset/train\NATURAL\165.png,NATURAL
dataset/train\NATURAL\1651.jpg_0.png,NATURAL
dataset/train\NATURAL\1652.jpg_0.png,NATURAL
dataset/train\NATURAL\1653.jpg_0.png,NATURAL
dataset/train\NATURAL\166.png,NATURAL
dataset/train\NATURAL\167.png,NATURAL
dataset/train\NATURAL\168.png,NATURAL
dataset/train\NATURAL\1686.jpg_0.png,NATURAL
dataset/train\NATURAL\1689.jpg_0.png,NATURAL
dataset/train\NATURAL\169.png,NATURAL
dataset/train\NATURAL\1690.jpg_0.png,NATURAL
dataset/train\NATURAL\170.png,NATURAL
dataset/train\NATURAL\1701.jpg_0.png,NATURAL
dataset/train\NATURAL\1703.jpg_0.png,NATURAL
dataset/train\NATURAL\1706.jpg_0.png,NATURAL
dataset/train\NATURAL\1707.jpg_0.png,NATURAL
dataset/train\NATURAL\1708.jpg_0.png,NATURAL
dataset/train\NATURAL\171.png,NATURAL
dataset/train\NATURAL\1711.jpg_0.png,NATURAL
dataset/train\NATURAL\1712.jpg_0.png,NATURAL
dataset/train\NATURAL\1714.jpg_0.png,NATURAL
dataset/train\NATURAL\172.png,NATURAL
dataset/train\NATURAL\173.png,NATURAL
dataset/train\NATURAL\1736.jpg_0.png,NATURAL
dataset/train\NATURAL\1738.jpg_0.png,NATURAL
dataset/train\NATURAL\174.jpg_0.png,NATURAL
dataset/train\NATURAL\174.png,NATURAL
dataset/train\NATURAL\1740.jpg_0.png,NATURAL
dataset/train\NATURAL\175.jpg_0.png,NATURAL
dataset/train\NATURAL\175.png,NATURAL
dataset/train\NATURAL\176.jpg_0.png,NATURAL
dataset/train\NATURAL\176.png,NATURAL
dataset/train\NATURAL\1763.jpg_0.png,NATURAL
dataset/train\NATURAL\1764.jpg_0.png,NATURAL
dataset/train\NATURAL\1766.jpg_0.png,NATURAL
dataset/train\NATURAL\1767.jpg_0.png,NATURAL
dataset/train\NATURAL\1768.jpg_0.png,NATURAL
dataset/train\NATURAL\1769.jpg_0.png,NATURAL
dataset/train\NATURAL\177.jpg_0.png,NATURAL
dataset/train\NATURAL\177.png,NATURAL
dataset/train\NATURAL\1777.jpg_0.png,NATURAL
dataset/train\NATURAL\1778.jpg_0.png,NATURAL
dataset/train\NATURAL\1779.jpg_0.png,NATURAL
dataset/train\NATURAL\178.png,NATURAL
dataset/train\NATURAL\1780.jpg_0.png,NATURAL
dataset/train\NATURAL\1781.jpg_0.png,NATURAL
dataset/train\NATURAL\1782.jpg_0.png,NATURAL
dataset/train\NATURAL\1783.jpg_0.png,NATURAL
dataset/train\NATURAL\1784.jpg_0.png,NATURAL
dataset/train\NATURAL\1788.jpg_0.png,NATURAL
dataset/train\NATURAL\179.jpg_0.png,NATURAL
dataset/train\NATURAL\179.png,NATURAL
dataset/train\NATURAL\180.png,NATURAL
dataset/train\NATURAL\1803.jpg_0.png,NATURAL
dataset/train\NATURAL\1804.jpg_0.png,NATURAL
dataset/train\NATURAL\181.png,NATURAL
dataset/train\NATURAL\1816.jpg_0.png,NATURAL
dataset/train\NATURAL\1817.jpg_0.png,NATURAL
dataset/train\NATURAL\182.png,NATURAL
dataset/train\NATURAL\1820.jpg_0.png,NATURAL
dataset/train\NATURAL\183.png,NATURAL
dataset/train\NATURAL\184.png,NATURAL
dataset/train\NATURAL\185.png,NATURAL
dataset/train\NATURAL\1851.jpg_0.png,NATURAL
dataset/train\NATURAL\1852.jpg_0.png,NATURAL
dataset/train\NATURAL\1856.jpg_0.png,NATURAL
dataset/train\NATURAL\1857.jpg_0.png,NATURAL
dataset/train\NATURAL\1859.jpg_0.png,NATURAL
dataset/train\NATURAL\186.png,NATURAL
dataset/train\NATURAL\1864.jpg_0.png,NATURAL
dataset/train\NATURAL\1867.jpg_0.png,NATURAL
dataset/train\NATURAL\187.png,NATURAL
dataset/train\NATURAL\1870.jpg_0.png,NATURAL
dataset/train\NATURAL\1871.jpg_0.png,NATURAL
dataset/train\NATURAL\1874.jpg_0.png,NATURAL
dataset/train\NATURAL\1876.jpg_0.png,NATURAL
dataset/train\NATURAL\1878.jpg_0.png,NATURAL
dataset/train\NATURAL\1879.jpg_0.png,NATURAL
dataset/train\NATURAL\188.png,NATURAL
dataset/train\NATURAL\1880.jpg_0.png,NATURAL
dataset/train\NATURAL\189.png,NATURAL
dataset/train\NATURAL\1891.jpg_0.png,NATURAL
dataset/train\NATURAL\1893.jpg_0.png,NATURAL
dataset/train\NATURAL\1899.jpg_0.png,NATURAL
dataset/train\NATURAL\190.png,NATURAL
dataset/train\NATURAL\1900.jpg_0.png,NATURAL
dataset/train\NATURAL\191.png,NATURAL
dataset/train\NATURAL\1911.jpg_0.png,NATURAL
dataset/train\NATURAL\1914.jpg_0.png,NATURAL
dataset/train\NATURAL\1916.jpg_0.png,NATURAL
dataset/train\NATURAL\192.png,NATURAL
dataset/train\NATURAL\193.png,NATURAL
dataset/train\NATURAL\1931.jpg_0.png,NATURAL
dataset/train\NATURAL\1932.jpg_0.png,NATURAL
dataset/train\NATURAL\1933.jpg_0.png,NATURAL
dataset/train\NATURAL\1934.jpg_0.png,NATURAL
dataset/train\NATURAL\1936.jpg_0.png,NATURAL
dataset/train\NATURAL\1937.jpg_0.png,NATURAL
dataset/train\NATURAL\1938.jpg_0.png,NATURAL
dataset/train\NATURAL\194.png,NATURAL
dataset/train\NATURAL\1948.jpg_0.png,NATURAL
dataset/train\NATURAL\1949.jpg_0.png,NATURAL
dataset/train\NATURAL\195.png,NATURAL
dataset/train\NATURAL\196.png,NATURAL
dataset/train\NATURAL\1963.jpg_0.png,NATURAL
dataset/train\NATURAL\1964.jpg_0.png,NATURAL
dataset/train\NATURAL\1966.jpg_0.png,NATURAL
dataset/train\NATURAL\1967.jpg_0.png,NATURAL
dataset/train\NATURAL\197.png,NATURAL
dataset/train\NATURAL\198.png,NATURAL
dataset/train\NATURAL\1981.jpg_0.png,NATURAL
dataset/train\NATURAL\1982.jpg_0.png,NATURAL
dataset/train\NATURAL\1986.jpg_0.png,NATURAL
dataset/train\NATURAL\1987.jpg_0.png,NATURAL
dataset/train\NATURAL\1988.jpg_0.png,NATURAL
dataset/train\NATURAL\1989.jpg_0.png,NATURAL
dataset/train\NATURAL\199.png,NATURAL
dataset/train\NATURAL\1990.jpg_0.png,NATURAL
dataset/train\NATURAL\200.png,NATURAL
dataset/train\NATURAL\2001.jpg_0.png,NATURAL
dataset/train\NATURAL\2008.jpg_0.png,NATURAL
dataset/train\NATURAL\201.jpg_0.png,NATURAL
dataset/train\NATURAL\201.png,NATURAL
dataset/train\NATURAL\202.jpg_0.png,NATURAL
dataset/train\NATURAL\202.png,NATURAL
dataset/train\NATURAL\203.png,NATURAL
dataset/train\NATURAL\204.png,NATURAL
dataset/train\NATURAL\205.png,NATURAL
dataset/train\NATURAL\2056.jpg_0.png,NATURAL
dataset/train\NATURAL\206.jpg_0.png,NATURAL
dataset/train\NATURAL\206.png,NATURAL
dataset/train\NATURAL\207.png,NATURAL
dataset/train\NATURAL\208.jpg_0.png,NATURAL
dataset/train\NATURAL\208.png,NATURAL
dataset/train\NATURAL\209.jpg_0.png,NATURAL
dataset/train\NATURAL\209.png,NATURAL
dataset/train\NATURAL\210.png,NATURAL
dataset/train\NATURAL\211.png,NATURAL
dataset/train\NATURAL\212.jpg_0.png,NATURAL
dataset/train\NATURAL\212.png,NATURAL
dataset/train\NATURAL\2124.jpg_0.png,NATURAL
dataset/train\NATURAL\2126.jpg_0.png,NATURAL
dataset/train\NATURAL\2129.jpg_0.png,NATURAL
dataset/train\NATURAL\213.jpg_0.png,NATURAL
dataset/train\NATURAL\213.png,NATURAL
dataset/train\NATURAL\2130.jpg_0.png,NATURAL
dataset/train\NATURAL\2131.jpg_0.png,NATURAL
dataset/train\NATURAL\2132.jpg_0.png,NATURAL
dataset/train\NATURAL\2133.jpg_0.png,NATURAL
dataset/train\NATURAL\2134.jpg_0.png,NATURAL
dataset/train\NATURAL\2136.jpg_0.png,NATURAL
dataset/train\NATURAL\214.png,NATURAL
dataset/train\NATURAL\215.png,NATURAL
dataset/train\NATURAL\2151.jpg_0.png,NATURAL
dataset/train\NATURAL\2152.jpg_0.png,NATURAL
dataset/train\NATURAL\2153.jpg_0.png,NATURAL
dataset/train\NATURAL\2154.jpg_0.png,NATURAL
dataset/train\NATURAL\2156.jpg_0.png,NATURAL
dataset/train\NATURAL\2157.jpg_0.png,NATURAL
dataset/train\NATURAL\2158.jpg_0.png,NATURAL
dataset/train\NATURAL\2159.jpg_0.png,NATURAL
dataset/train\NATURAL\216.png,NATURAL
dataset/train\NATURAL\2160.jpg_0.png,NATURAL
dataset/train\NATURAL\217.jpg_0.png,NATURAL
dataset/train\NATURAL\217.png,NATURAL
dataset/train\NATURAL\218.jpg_0.png,NATURAL
dataset/train\NATURAL\218.png,NATURAL
dataset/train\NATURAL\219.jpg_0.png,NATURAL
dataset/train\NATURAL\219.png,NATURAL
dataset/train\NATURAL\2196.jpg_0.png,NATURAL
dataset/train\NATURAL\2198.jpg_0.png,NATURAL
dataset/train\NATURAL\2199.jpg_0.png,NATURAL
dataset/train\NATURAL\220.png,NATURAL
dataset/train\NATURAL\2200.jpg_0.png,NATURAL
dataset/train\NATURAL\2201.jpg_0.png,NATURAL
dataset/train\NATURAL\2202.jpg_0.png,NATURAL
dataset/train\NATURAL\221.jpg_0.png,NATURAL
dataset/train\NATURAL\221.png,NATURAL
dataset/train\NATURAL\2216.jpg_0.png,NATURAL
dataset/train\NATURAL\2217.jpg_0.png,NATURAL
dataset/train\NATURAL\222.png,NATURAL
dataset/train\NATURAL\2220.jpg_0.png,NATURAL
dataset/train\NATURAL\2221.jpg_0.png,NATURAL
dataset/train\NATURAL\2222.jpg_0.png,NATURAL
dataset/train\NATURAL\2223.jpg_0.png,NATURAL
dataset/train\NATURAL\2224.jpg_0.png,NATURAL
dataset/train\NATURAL\2228.jpg_0.png,NATURAL
dataset/train\NATURAL\2229.jpg_0.png,NATURAL
dataset/train\NATURAL\223.jpg_0.png,NATURAL
dataset/train\NATURAL\223.png,NATURAL
dataset/train\NATURAL\2230.jpg_0.png,NATURAL
dataset/train\NATURAL\224.jpg_0.png,NATURAL
dataset/train\NATURAL\224.png,NATURAL
dataset/train\NATURAL\2241.jpg_0.png,NATURAL
dataset/train\NATURAL\2244.jpg_0.png,NATURAL
dataset/train\NATURAL\2246.jpg_0.png,NATURAL
dataset/train\NATURAL\225.jpg_0.png,NATURAL
dataset/train\NATURAL\225.png,NATURAL
dataset/train\NATURAL\2250.jpg_0.png,NATURAL
dataset/train\NATURAL\2251.jpg_0.png,NATURAL
dataset/train\NATURAL\2252.jpg_0.png,NATURAL
dataset/train\NATURAL\2253.jpg_0.png,NATURAL
dataset/train\NATURAL\2254.jpg_0.png,NATURAL
dataset/train\NATURAL\2259.jpg_0.png,NATURAL
dataset/train\NATURAL\226.jpg_0.png,NATURAL
dataset/train\NATURAL\226.png,NATURAL
dataset/train\NATURAL\227.png,NATURAL
dataset/train\NATURAL\228.png,NATURAL
dataset/train\NATURAL\2282.jpg_0.png,NATURAL
dataset/train\NATURAL\2283.jpg_0.png,NATURAL
dataset/train\NATURAL\2284.jpg_0.png,NATURAL
dataset/train\NATURAL\2288.jpg_0.png,NATURAL
dataset/train\NATURAL\229.jpg_0.png,NATURAL
dataset/train\NATURAL\229.png,NATURAL
dataset/train\NATURAL\2290.jpg_0.png,NATURAL
dataset/train\NATURAL\2296.jpg_0.png,NATURAL
dataset/train\NATURAL\2297.jpg_0.png,NATURAL
dataset/train\NATURAL\2298.jpg_0.png,NATURAL
dataset/train\NATURAL\2299.jpg_0.png,NATURAL
dataset/train\NATURAL\230.png,NATURAL
dataset/train\NATURAL\2300.jpg_0.png,NATURAL
dataset/train\NATURAL\231.jpg_0.png,NATURAL
dataset/train\NATURAL\231.png,NATURAL
dataset/train\NATURAL\2312.jpg_0.png,NATURAL
dataset/train\NATURAL\2313.jpg_0.png,NATURAL
dataset/train\NATURAL\232.png,NATURAL
dataset/train\NATURAL\2327.jpg_0.png,NATURAL
dataset/train\NATURAL\233.png,NATURAL
dataset/train\NATURAL\2330.jpg_0.png,NATURAL
dataset/train\NATURAL\234.jpg_0.png,NATURAL
dataset/train\NATURAL\234.png,NATURAL
dataset/train\NATURAL\2341.jpg_0.png,NATURAL
dataset/train\NATURAL\2342.jpg_0.png,NATURAL
dataset/train\NATURAL\2343.jpg_0.png,NATURAL
dataset/train\NATURAL\2344.jpg_0.png,NATURAL
dataset/train\NATURAL\2349.jpg_0.png,NATURAL
dataset/train\NATURAL\235.jpg_0.png,NATURAL
dataset/train\NATURAL\235.png,NATURAL
dataset/train\NATURAL\2350.jpg_0.png,NATURAL
dataset/train\NATURAL\2356.jpg_0.png,NATURAL
dataset/train\NATURAL\2357.jpg_0.png,NATURAL
dataset/train\NATURAL\2358.jpg_0.png,NATURAL
dataset/train\NATURAL\236.png,NATURAL
dataset/train\NATURAL\237.png,NATURAL
dataset/train\NATURAL\2371.jpg_0.png,NATURAL
dataset/train\NATURAL\2372.jpg_0.png,NATURAL
dataset/train\NATURAL\2373.jpg_0.png,NATURAL
dataset/train\NATURAL\2374.jpg_0.png,NATURAL
dataset/train\NATURAL\238.jpg_0.png,NATURAL
dataset/train\NATURAL\238.png,NATURAL
dataset/train\NATURAL\239.png,NATURAL
dataset/train\NATURAL\2396.jpg_0.png,NATURAL
dataset/train\NATURAL\2399.jpg_0.png,NATURAL
dataset/train\NATURAL\240.png,NATURAL
dataset/train\NATURAL\2400.jpg_0.png,NATURAL
dataset/train\NATURAL\2403.jpg_0.png,NATURAL
dataset/train\NATURAL\2404.jpg_0.png,NATURAL
dataset/train\NATURAL\2407.jpg_0.png,NATURAL
dataset/train\NATURAL\2409.jpg_0.png,NATURAL
dataset/train\NATURAL\241.png,NATURAL
dataset/train\NATURAL\2410.jpg_0.png,NATURAL
dataset/train\NATURAL\242.png,NATURAL
dataset/train\NATURAL\2426.jpg_0.png,NATURAL
dataset/train\NATURAL\2427.jpg_0.png,NATURAL
dataset/train\NATURAL\2428.jpg_0.png,NATURAL
dataset/train\NATURAL\2429.jpg_0.png,NATURAL
dataset/train\NATURAL\243.png,NATURAL
dataset/train\NATURAL\2430.jpg_0.png,NATURAL
dataset/train\NATURAL\2432.jpg_0.png,NATURAL
dataset/train\NATURAL\2433.jpg_0.png,NATURAL
dataset/train\NATURAL\2434.jpg_0.png,NATURAL
dataset/train\NATURAL\244.png,NATURAL
dataset/train\NATURAL\2440.jpg_0.png,NATURAL
dataset/train\NATURAL\245.png,NATURAL
dataset/train\NATURAL\246.png,NATURAL
dataset/train\NATURAL\2461.jpg_0.png,NATURAL
dataset/train\NATURAL\2462.jpg_0.png,NATURAL
dataset/train\NATURAL\2463.jpg_0.png,NATURAL
dataset/train\NATURAL\2464.jpg_0.png,NATURAL
dataset/train\NATURAL\2466.jpg_0.png,NATURAL
dataset/train\NATURAL\2467.jpg_0.png,NATURAL
dataset/train\NATURAL\247.png,NATURAL
dataset/train\NATURAL\2470.jpg_0.png,NATURAL
dataset/train\NATURAL\2471.jpg_0.png,NATURAL
dataset/train\NATURAL\2474.jpg_0.png,NATURAL
dataset/train\NATURAL\2476.jpg_0.png,NATURAL
dataset/train\NATURAL\2477.jpg_0.png,NATURAL
dataset/train\NATURAL\2478.jpg_0.png,NATURAL
dataset/train\NATURAL\2479.jpg_0.png,NATURAL
dataset/train\NATURAL\248.png,NATURAL
dataset/train\NATURAL\2483.jpg_0.png,NATURAL
dataset/train\NATURAL\2484.jpg_0.png,NATURAL
dataset/train\NATURAL\249.png,NATURAL
dataset/train\NATURAL\250.png,NATURAL
dataset/train\NATURAL\251.png,NATURAL
dataset/train\NATURAL\2513.jpg_0.png,NATURAL
dataset/train\NATURAL\2516.jpg_0.png,NATURAL
dataset/train\NATURAL\2517.jpg_0.png,NATURAL
dataset/train\NATURAL\2518.jpg_0.png,NATURAL
dataset/train\NATURAL\2519.jpg_0.png,NATURAL
dataset/train\NATURAL\252.png,NATURAL
dataset/train\NATURAL\253.jpg_0.png,NATURAL
dataset/train\NATURAL\253.png,NATURAL
dataset/train\NATURAL\2532.jpg_0.png,NATURAL
dataset/train\NATURAL\2534.jpg_0.png,NATURAL
dataset/train\NATURAL\2536.jpg_0.png,NATURAL
dataset/train\NATURAL\2537.jpg_0.png,NATURAL
dataset/train\NATURAL\2538.jpg_0.png,NATURAL
dataset/train\NATURAL\2539.jpg_0.png,NATURAL
dataset/train\NATURAL\254.jpg_0.png,NATURAL
dataset/train\NATURAL\254.png,NATURAL
dataset/train\NATURAL\2540.jpg_0.png,NATURAL
dataset/train\NATURAL\2547.jpg_0.png,NATURAL
dataset/train\NATURAL\2549.jpg_0.png,NATURAL
dataset/train\NATURAL\255.jpg_0.png,NATURAL
dataset/train\NATURAL\255.png,NATURAL
dataset/train\NATURAL\2550.jpg_0.png,NATURAL
dataset/train\NATURAL\256.jpg_0.png,NATURAL
dataset/train\NATURAL\256.png,NATURAL
dataset/train\NATURAL\257.jpg_0.png,NATURAL
dataset/train\NATURAL\257.png,NATURAL
dataset/train\NATURAL\2571.jpg_0.png,NATURAL
dataset/train\NATURAL\2572.jpg_0.png,NATURAL
dataset/train\NATURAL\2573.jpg_0.png,NATURAL
dataset/train\NATURAL\2574.jpg_0.png,NATURAL
dataset/train\NATURAL\258.png,NATURAL
dataset/train\NATURAL\2580.jpg_0.png,NATURAL
dataset/train\NATURAL\2581.jpg_0.png,NATURAL
dataset/train\NATURAL\2582.jpg_0.png,NATURAL
dataset/train\NATURAL\2583.jpg_0.png,NATURAL
dataset/train\NATURAL\2584.jpg_0.png,NATURAL
dataset/train\NATURAL\2586.jpg_0.png,NATURAL
dataset/train\NATURAL\2588.jpg_0.png,NATURAL
dataset/train\NATURAL\2589.jpg_0.png,NATURAL
dataset/train\NATURAL\259.jpg_0.png,NATURAL
dataset/train\NATURAL\259.png,NATURAL
dataset/train\NATURAL\260.png,NATURAL
dataset/train\NATURAL\2603.jpg_0.png,NATURAL
dataset/train\NATURAL\2604.jpg_0.png,NATURAL
dataset/train\NATURAL\2606.jpg_0.png,NATURAL
dataset/train\NATURAL\2609.jpg_0.png,NATURAL
dataset/train\NATURAL\261.png,NATURAL
dataset/train\NATURAL\2610.jpg_0.png,NATURAL
dataset/train\NATURAL\262.png,NATURAL
dataset/train\NATURAL\2622.jpg_0.png,NATURAL
dataset/train\NATURAL\2623.jpg_0.png,NATURAL
dataset/train\NATURAL\263.png,NATURAL
dataset/train\NATURAL\264.png,NATURAL
dataset/train\NATURAL\265.png,NATURAL
dataset/train\NATURAL\266.png,NATURAL
dataset/train\NATURAL\267.png,NATURAL
dataset/train\NATURAL\268.png,NATURAL
dataset/train\NATURAL\269.png,NATURAL
dataset/train\NATURAL\270.png,NATURAL
dataset/train\NATURAL\271.jpg_0.png,NATURAL
dataset/train\NATURAL\271.png,NATURAL
dataset/train\NATURAL\272.png,NATURAL
dataset/train\NATURAL\273.png,NATURAL
dataset/train\NATURAL\274.png,NATURAL
dataset/train\NATURAL\275.png,NATURAL
dataset/train\NATURAL\276.png,NATURAL
dataset/train\NATURAL\277.jpg_0.png,NATURAL
dataset/train\NATURAL\277.png,NATURAL
dataset/train\NATURAL\278.jpg_0.png,NATURAL
dataset/train\NATURAL\278.png,NATURAL
dataset/train\NATURAL\279.jpg_0.png,NATURAL
dataset/train\NATURAL\279.png,NATURAL
dataset/train\NATURAL\280.png,NATURAL
dataset/train\NATURAL\281.png,NATURAL
dataset/train\NATURAL\282.png,NATURAL
dataset/train\NATURAL\283.png,NATURAL
dataset/train\NATURAL\284.png,NATURAL
dataset/train\NATURAL\285.png,NATURAL
dataset/train\NATURAL\286.png,NATURAL
dataset/train\NATURAL\287.png,NATURAL
dataset/train\NATURAL\288.png,NATURAL
dataset/train\NATURAL\289.png,NATURAL
dataset/train\NATURAL\290.png,NATURAL
dataset/train\NATURAL\291.png,NATURAL
dataset/train\NATURAL\292.jpg_0.png,NATURAL
dataset/train\NATURAL\292.png,NATURAL
dataset/train\NATURAL\293.jpg_0.png,NATURAL
dataset/train\NATURAL\293.png,NATURAL
dataset/train\NATURAL\294.png,NATURAL
dataset/train\NATURAL\295.jpg_0.png,NATURAL
dataset/train\NATURAL\295.png,NATURAL
dataset/train\NATURAL\296.png,NATURAL
dataset/train\NATURAL\297.png,NATURAL
dataset/train\NATURAL\298.png,NATURAL
dataset/train\NATURAL\299.jpg_0.png,NATURAL
dataset/train\NATURAL\299.png,NATURAL
dataset/train\NATURAL\300.png,NATURAL
dataset/train\NATURAL\301.png,NATURAL
dataset/train\NATURAL\302.png,NATURAL
dataset/train\NATURAL\303.png,NATURAL
dataset/train\NATURAL\304.png,NATURAL
dataset/train\NATURAL\305.png,NATURAL
dataset/train\NATURAL\306.png,NATURAL
dataset/train\NATURAL\307.png,NATURAL
dataset/train\NATURAL\308.png,NATURAL
dataset/train\NATURAL\309.png,NATURAL
dataset/train\NATURAL\310.png,NATURAL
dataset/train\NATURAL\311.png,NATURAL
dataset/train\NATURAL\312.jpg_0.png,NATURAL
dataset/train\NATURAL\312.png,NATURAL
dataset/train\NATURAL\313.jpg_0.png,NATURAL
dataset/train\NATURAL\313.png,NATURAL
dataset/train\NATURAL\314.jpg_0.png,NATURAL
dataset/train\NATURAL\314.png,NATURAL
dataset/train\NATURAL\315.jpg_0.png,NATURAL
dataset/train\NATURAL\315.png,NATURAL
dataset/train\NATURAL\316.jpg_0.png,NATURAL
dataset/train\NATURAL\316.png,NATURAL
dataset/train\NATURAL\317.jpg_0.png,NATURAL
dataset/train\NATURAL\317.png,NATURAL
dataset/train\NATURAL\318.jpg_0.png,NATURAL
dataset/train\NATURAL\318.png,NATURAL
dataset/train\NATURAL\319.png,NATURAL
dataset/train\NATURAL\320.png,NATURAL
dataset/train\NATURAL\321.png,NATURAL
dataset/train\NATURAL\322.png,NATURAL
dataset/train\NATURAL\323.png,NATURAL
dataset/train\NATURAL\324.png,NATURAL
dataset/train\NATURAL\325.png,NATURAL
dataset/train\NATURAL\326.png,NATURAL
dataset/train\NATURAL\327.png,NATURAL
dataset/train\NATURAL\328.png,NATURAL
dataset/train\NATURAL\329.png,NATURAL
dataset/train\NATURAL\330.png,NATURAL
dataset/train\NATURAL\331.png,NATURAL
dataset/train\NATURAL\332.jpg_0.png,NATURAL
dataset/train\NATURAL\332.png,NATURAL
dataset/train\NATURAL\333.jpg_0.png,NATURAL
dataset/train\NATURAL\333.png,NATURAL
dataset/train\NATURAL\334.png,NATURAL
dataset/train\NATURAL\335.png,NATURAL
dataset/train\NATURAL\336.jpg_0.png,NATURAL
dataset/train\NATURAL\336.png,NATURAL
